"","location","date","total_cases","new_cases","total_deaths","new_deaths","icu_patients","hosp_patients","total_vaccinations","people_vaccinated","people_fully_vaccinated","population","population_density","gdp_per_capita"
"555","Africa",2020-02-13,0,0,0,0,0,0,0,0,0,1373486472,0,0
"556","Africa",2020-02-14,1,1,0,0,NA,NA,0,0,0,1373486472,NA,NA
"557","Africa",2020-02-15,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"558","Africa",2020-02-16,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"559","Africa",2020-02-17,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"560","Africa",2020-02-18,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"561","Africa",2020-02-19,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"562","Africa",2020-02-20,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"563","Africa",2020-02-21,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"564","Africa",2020-02-22,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"565","Africa",2020-02-23,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"566","Africa",2020-02-24,1,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"567","Africa",2020-02-25,2,1,0,0,NA,NA,0,0,0,1373486472,NA,NA
"568","Africa",2020-02-26,2,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"569","Africa",2020-02-27,2,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"570","Africa",2020-02-28,3,1,0,0,NA,NA,0,0,0,1373486472,NA,NA
"571","Africa",2020-02-29,3,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"572","Africa",2020-03-01,4,1,0,0,NA,NA,0,0,0,1373486472,NA,NA
"573","Africa",2020-03-02,8,4,0,0,NA,NA,0,0,0,1373486472,NA,NA
"574","Africa",2020-03-03,11,3,0,0,NA,NA,0,0,0,1373486472,NA,NA
"575","Africa",2020-03-04,21,10,0,0,NA,NA,0,0,0,1373486472,NA,NA
"576","Africa",2020-03-05,24,3,0,0,NA,NA,0,0,0,1373486472,NA,NA
"577","Africa",2020-03-06,43,19,0,0,NA,NA,0,0,0,1373486472,NA,NA
"578","Africa",2020-03-07,43,0,0,0,NA,NA,0,0,0,1373486472,NA,NA
"579","Africa",2020-03-08,83,40,1,1,NA,NA,0,0,0,1373486472,NA,NA
"580","Africa",2020-03-09,91,8,1,0,NA,NA,0,0,0,1373486472,NA,NA
"581","Africa",2020-03-10,104,13,2,1,NA,NA,0,0,0,1373486472,NA,NA
"582","Africa",2020-03-11,118,14,2,0,NA,NA,0,0,0,1373486472,NA,NA
"583","Africa",2020-03-12,134,16,3,1,NA,NA,0,0,0,1373486472,NA,NA
"584","Africa",2020-03-13,176,42,6,3,NA,NA,0,0,0,1373486472,NA,NA
"585","Africa",2020-03-14,254,78,7,1,NA,NA,0,0,0,1373486472,NA,NA
"586","Africa",2020-03-15,313,59,8,1,NA,NA,0,0,0,1373486472,NA,NA
"587","Africa",2020-03-16,399,86,8,0,NA,NA,0,0,0,1373486472,NA,NA
"588","Africa",2020-03-17,488,89,11,3,NA,NA,0,0,0,1373486472,NA,NA
"589","Africa",2020-03-18,604,116,17,6,NA,NA,0,0,0,1373486472,NA,NA
"590","Africa",2020-03-19,784,180,20,3,NA,NA,0,0,0,1373486472,NA,NA
"591","Africa",2020-03-20,972,188,26,6,NA,NA,0,0,0,1373486472,NA,NA
"592","Africa",2020-03-21,1172,200,36,10,NA,NA,0,0,0,1373486472,NA,NA
"593","Africa",2020-03-22,1437,265,48,12,NA,NA,0,0,0,1373486472,NA,NA
"594","Africa",2020-03-23,1818,381,57,9,NA,NA,0,0,0,1373486472,NA,NA
"595","Africa",2020-03-24,2250,432,64,7,NA,NA,0,0,0,1373486472,NA,NA
"596","Africa",2020-03-25,2773,523,73,9,NA,NA,0,0,0,1373486472,NA,NA
"597","Africa",2020-03-26,3326,553,91,18,NA,NA,0,0,0,1373486472,NA,NA
"598","Africa",2020-03-27,3885,559,115,24,NA,NA,0,0,0,1373486472,NA,NA
"599","Africa",2020-03-28,4225,340,134,19,NA,NA,0,0,0,1373486472,NA,NA
"600","Africa",2020-03-29,4785,560,152,18,NA,NA,0,0,0,1373486472,NA,NA
"601","Africa",2020-03-30,5196,411,173,21,NA,NA,0,0,0,1373486472,NA,NA
"602","Africa",2020-03-31,5781,585,200,27,NA,NA,0,0,0,1373486472,NA,NA
"603","Africa",2020-04-01,6380,599,234,34,NA,NA,0,0,0,1373486472,NA,NA
"604","Africa",2020-04-02,7031,651,287,53,NA,NA,0,0,0,1373486472,NA,NA
"605","Africa",2020-04-03,7912,881,331,44,NA,NA,0,0,0,1373486472,NA,NA
"606","Africa",2020-04-04,8589,677,382,51,NA,NA,0,0,0,1373486472,NA,NA
"607","Africa",2020-04-05,9295,706,442,60,NA,NA,0,0,0,1373486472,NA,NA
"608","Africa",2020-04-06,9998,703,487,45,NA,NA,0,0,0,1373486472,NA,NA
"609","Africa",2020-04-07,10632,634,533,46,NA,NA,0,0,0,1373486472,NA,NA
"610","Africa",2020-04-08,11419,787,573,40,NA,NA,0,0,0,1373486472,NA,NA
"611","Africa",2020-04-09,12248,829,627,54,NA,NA,0,0,0,1373486472,NA,NA
"612","Africa",2020-04-10,12905,657,692,65,NA,NA,0,0,0,1373486472,NA,NA
"613","Africa",2020-04-11,13616,711,742,50,NA,NA,0,0,0,1373486472,NA,NA
"614","Africa",2020-04-12,14489,873,788,46,NA,NA,0,0,0,1373486472,NA,NA
"615","Africa",2020-04-13,15256,767,833,45,NA,NA,0,0,0,1373486472,NA,NA
"616","Africa",2020-04-14,16227,971,873,40,NA,NA,0,0,0,1373486472,NA,NA
"617","Africa",2020-04-15,17192,965,910,37,NA,NA,0,0,0,1373486472,NA,NA
"618","Africa",2020-04-16,18360,1168,965,55,NA,NA,0,0,0,1373486472,NA,NA
"619","Africa",2020-04-17,19763,1403,1015,50,NA,NA,0,0,0,1373486472,NA,NA
"620","Africa",2020-04-18,21072,1309,1058,43,NA,NA,0,0,0,1373486472,NA,NA
"621","Africa",2020-04-19,22271,1199,1120,62,NA,NA,0,0,0,1373486472,NA,NA
"622","Africa",2020-04-20,23431,1160,1159,39,NA,NA,0,0,0,1373486472,NA,NA
"623","Africa",2020-04-21,24507,1076,1189,30,NA,NA,0,0,0,1373486472,NA,NA
"624","Africa",2020-04-22,25911,1404,1240,51,NA,NA,0,0,0,1373486472,NA,NA
"625","Africa",2020-04-23,27349,1438,1297,57,NA,NA,0,0,0,1373486472,NA,NA
"626","Africa",2020-04-24,29052,1703,1324,27,NA,NA,0,0,0,1373486472,NA,NA
"627","Africa",2020-04-25,30296,1244,1372,48,NA,NA,0,0,0,1373486472,NA,NA
"628","Africa",2020-04-26,31829,1533,1422,50,NA,NA,0,0,0,1373486472,NA,NA
"629","Africa",2020-04-27,33167,1338,1462,40,NA,NA,0,0,0,1373486472,NA,NA
"630","Africa",2020-04-28,34786,1619,1523,61,NA,NA,0,0,0,1373486472,NA,NA
"631","Africa",2020-04-29,36807,2021,1588,65,NA,NA,0,0,0,1373486472,NA,NA
"632","Africa",2020-04-30,38753,1946,1634,46,NA,NA,0,0,0,1373486472,NA,NA
"633","Africa",2020-05-01,40468,1715,1690,56,NA,NA,0,0,0,1373486472,NA,NA
"634","Africa",2020-05-02,42705,2237,1759,69,NA,NA,0,0,0,1373486472,NA,NA
"635","Africa",2020-05-03,44297,1592,1796,37,NA,NA,0,0,0,1373486472,NA,NA
"636","Africa",2020-05-04,46951,2654,1842,46,NA,NA,0,0,0,1373486472,NA,NA
"637","Africa",2020-05-05,48993,2042,1906,64,NA,NA,0,0,0,1373486472,NA,NA
"638","Africa",2020-05-06,51535,2542,2006,100,NA,NA,0,0,0,1373486472,NA,NA
"639","Africa",2020-05-07,54022,2487,2073,67,NA,NA,0,0,0,1373486472,NA,NA
"640","Africa",2020-05-08,57647,3625,2154,81,NA,NA,0,0,0,1373486472,NA,NA
"641","Africa",2020-05-09,60507,2860,2221,67,NA,NA,0,0,0,1373486472,NA,NA
"642","Africa",2020-05-10,63086,2579,2290,69,NA,NA,0,0,0,1373486472,NA,NA
"643","Africa",2020-05-11,66145,3059,2344,54,NA,NA,0,0,0,1373486472,NA,NA
"644","Africa",2020-05-12,69312,3167,2395,51,NA,NA,0,0,0,1373486472,NA,NA
"645","Africa",2020-05-13,72226,2914,2493,98,NA,NA,0,0,0,1373486472,NA,NA
"646","Africa",2020-05-14,75344,3118,2562,69,NA,NA,0,0,0,1373486472,NA,NA
"647","Africa",2020-05-15,78270,2926,2624,62,NA,NA,0,0,0,1373486472,NA,NA
"648","Africa",2020-05-16,81273,3003,2708,84,NA,NA,0,0,0,1373486472,NA,NA
"649","Africa",2020-05-17,84587,3314,2758,50,NA,NA,0,0,0,1373486472,NA,NA
"650","Africa",2020-05-18,88255,3668,2831,73,NA,NA,0,0,0,1373486472,NA,NA
"651","Africa",2020-05-19,91266,3011,2906,75,NA,NA,0,0,0,1373486472,NA,NA
"652","Africa",2020-05-20,95057,3791,2990,84,NA,NA,0,0,0,1373486472,NA,NA
"653","Africa",2020-05-21,99752,4695,3095,105,NA,NA,0,0,0,1373486472,NA,NA
"654","Africa",2020-05-22,103620,3868,3183,88,NA,NA,0,0,0,1373486472,NA,NA
"655","Africa",2020-05-23,107485,3865,3255,72,NA,NA,0,0,0,1373486472,NA,NA
"656","Africa",2020-05-24,111607,4122,3354,99,NA,NA,0,0,0,1373486472,NA,NA
"657","Africa",2020-05-25,115733,4126,3479,125,NA,NA,0,0,0,1373486472,NA,NA
"658","Africa",2020-05-26,119444,3711,3591,112,NA,NA,0,0,0,1373486472,NA,NA
"659","Africa",2020-05-27,124524,5080,3698,107,NA,NA,0,0,0,1373486472,NA,NA
"660","Africa",2020-05-28,129440,4916,3791,93,NA,NA,0,0,0,1373486472,NA,NA
"661","Africa",2020-05-29,135187,5747,3922,131,NA,NA,0,0,0,1373486472,NA,NA
"662","Africa",2020-05-30,141304,6117,4069,147,NA,NA,0,0,0,1373486472,NA,NA
"663","Africa",2020-05-31,146551,5247,4222,153,NA,NA,0,0,0,1373486472,NA,NA
"664","Africa",2020-06-01,152336,5785,4343,121,NA,NA,0,0,0,1373486472,NA,NA
"665","Africa",2020-06-02,157214,4878,4493,150,NA,NA,0,0,0,1373486472,NA,NA
"666","Africa",2020-06-03,162311,5097,4601,108,NA,NA,0,0,0,1373486472,NA,NA
"667","Africa",2020-06-04,169417,7106,4756,155,NA,NA,0,0,0,1373486472,NA,NA
"668","Africa",2020-06-05,176605,7188,4913,157,NA,NA,0,0,0,1373486472,NA,NA
"669","Africa",2020-06-06,183202,6597,5055,142,NA,NA,0,0,0,1373486472,NA,NA
"670","Africa",2020-06-07,189536,6334,5188,133,NA,NA,0,0,0,1373486472,NA,NA
"671","Africa",2020-06-08,196187,6651,5363,175,NA,NA,0,0,0,1373486472,NA,NA
"672","Africa",2020-06-09,202657,6470,5537,174,NA,NA,0,0,0,1373486472,NA,NA
"673","Africa",2020-06-10,209202,6545,5688,151,NA,NA,0,0,0,1373486472,NA,NA
"674","Africa",2020-06-11,216605,7403,5851,163,NA,NA,0,0,0,1373486472,NA,NA
"675","Africa",2020-06-12,224684,8079,6049,198,NA,NA,0,0,0,1373486472,NA,NA
"676","Africa",2020-06-13,232771,8087,6253,204,NA,NA,0,0,0,1373486472,NA,NA
"677","Africa",2020-06-14,241551,8780,6459,206,NA,NA,0,0,0,1373486472,NA,NA
"678","Africa",2020-06-15,251144,9593,6761,302,NA,NA,0,0,0,1373486472,NA,NA
"679","Africa",2020-06-16,258786,7642,7015,254,NA,NA,0,0,0,1373486472,NA,NA
"680","Africa",2020-06-17,267522,8736,7218,203,NA,NA,0,0,0,1373486472,NA,NA
"681","Africa",2020-06-18,275757,8235,7419,201,NA,NA,0,0,0,1373486472,NA,NA
"682","Africa",2020-06-19,285570,9813,7682,263,NA,NA,0,0,0,1373486472,NA,NA
"683","Africa",2020-06-20,296919,11349,7918,236,NA,NA,0,0,0,1373486472,NA,NA
"684","Africa",2020-06-21,306356,9437,8114,196,NA,NA,0,0,0,1373486472,NA,NA
"685","Africa",2020-06-22,315346,8990,8338,224,NA,NA,0,0,0,1373486472,NA,NA
"686","Africa",2020-06-23,324419,9073,8620,282,NA,NA,0,0,0,1373486472,NA,NA
"687","Africa",2020-06-24,335769,11350,8855,235,NA,NA,0,0,0,1373486472,NA,NA
"688","Africa",2020-06-25,347710,11941,9069,214,NA,NA,0,0,0,1373486472,NA,NA
"689","Africa",2020-06-26,359303,11593,9282,213,NA,NA,0,0,0,1373486472,NA,NA
"690","Africa",2020-06-27,371545,12242,9484,202,NA,NA,0,0,0,1373486472,NA,NA
"691","Africa",2020-06-28,382153,10608,9663,179,NA,NA,0,0,0,1373486472,NA,NA
"692","Africa",2020-06-29,393283,11130,9877,214,NA,NA,0,0,0,1373486472,NA,NA
"693","Africa",2020-06-30,404891,11608,10146,269,NA,NA,0,0,0,1373486472,NA,NA
"694","Africa",2020-07-01,418104,13213,10404,258,NA,NA,0,0,0,1373486472,NA,NA
"695","Africa",2020-07-02,432306,14202,10643,239,NA,NA,0,0,0,1373486472,NA,NA
"696","Africa",2020-07-03,447466,15160,10882,239,NA,NA,0,0,0,1373486472,NA,NA
"697","Africa",2020-07-04,462951,15485,11083,201,NA,NA,0,0,0,1373486472,NA,NA
"698","Africa",2020-07-05,476586,13635,11363,280,NA,NA,0,0,0,1373486472,NA,NA
"699","Africa",2020-07-06,490327,13741,11610,247,NA,NA,0,0,0,1373486472,NA,NA
"700","Africa",2020-07-07,507792,17465,11975,365,NA,NA,0,0,0,1373486472,NA,NA
"701","Africa",2020-07-08,522535,14743,12232,257,NA,NA,0,0,0,1373486472,NA,NA
"702","Africa",2020-07-09,541725,19190,12457,225,NA,NA,0,0,0,1373486472,NA,NA
"703","Africa",2020-07-10,559430,17705,12763,306,NA,NA,0,0,0,1373486472,NA,NA
"704","Africa",2020-07-11,578216,18786,12988,225,NA,NA,0,0,0,1373486472,NA,NA
"705","Africa",2020-07-12,594933,16717,13241,253,NA,NA,0,0,0,1373486472,NA,NA
"706","Africa",2020-07-13,611002,16069,13463,222,NA,NA,0,0,0,1373486472,NA,NA
"707","Africa",2020-07-14,625451,14449,13762,299,NA,NA,0,0,0,1373486472,NA,NA
"708","Africa",2020-07-15,643484,18033,13988,226,NA,NA,0,0,0,1373486472,NA,NA
"709","Africa",2020-07-16,663929,20445,14356,368,NA,NA,0,0,0,1373486472,NA,NA
"710","Africa",2020-07-17,683468,19539,14672,316,NA,NA,0,0,0,1373486472,NA,NA
"711","Africa",2020-07-18,702480,19012,14953,281,NA,NA,0,0,0,1373486472,NA,NA
"712","Africa",2020-07-19,721049,18569,15169,216,NA,NA,0,0,0,1373486472,NA,NA
"713","Africa",2020-07-20,736561,15512,15423,254,NA,NA,0,0,0,1373486472,NA,NA
"714","Africa",2020-07-21,750440,13879,15737,314,NA,NA,0,0,0,1373486472,NA,NA
"715","Africa",2020-07-22,770049,19609,16445,708,NA,NA,0,0,0,1373486472,NA,NA
"716","Africa",2020-07-23,788519,18470,16713,268,NA,NA,0,0,0,1373486472,NA,NA
"717","Africa",2020-07-24,810615,22096,17104,391,NA,NA,0,0,0,1373486472,NA,NA
"718","Africa",2020-07-25,828764,18149,17521,417,NA,NA,0,0,0,1373486472,NA,NA
"719","Africa",2020-07-26,847072,18308,17765,244,NA,NA,0,0,0,1373486472,NA,NA
"720","Africa",2020-07-27,860522,13450,18175,410,NA,NA,0,0,0,1373486472,NA,NA
"721","Africa",2020-07-28,874016,13494,18497,322,NA,NA,0,0,0,1373486472,NA,NA
"722","Africa",2020-07-29,891656,17640,18864,367,NA,NA,0,0,0,1373486472,NA,NA
"723","Africa",2020-07-30,909073,17417,19317,453,NA,NA,0,0,0,1373486472,NA,NA
"724","Africa",2020-07-31,928075,19002,19680,363,NA,NA,0,0,0,1373486472,NA,NA
"725","Africa",2020-08-01,944997,16922,19974,294,NA,NA,0,0,0,1373486472,NA,NA
"726","Africa",2020-08-02,957731,12734,20304,330,NA,NA,0,0,0,1373486472,NA,NA
"727","Africa",2020-08-03,968595,10864,20626,322,NA,NA,0,0,0,1373486472,NA,NA
"728","Africa",2020-08-04,978515,9920,21099,473,NA,NA,0,0,0,1373486472,NA,NA
"729","Africa",2020-08-05,993886,15371,21638,539,NA,NA,0,0,0,1373486472,NA,NA
"730","Africa",2020-08-06,1008216,14330,22069,431,NA,NA,0,0,0,1373486472,NA,NA
"731","Africa",2020-08-07,1021705,13489,22508,439,NA,NA,0,0,0,1373486472,NA,NA
"732","Africa",2020-08-08,1035915,14210,22920,412,NA,NA,0,0,0,1373486472,NA,NA
"733","Africa",2020-08-09,1048272,12357,23279,359,NA,NA,0,0,0,1373486472,NA,NA
"734","Africa",2020-08-10,1057404,9132,23598,319,NA,NA,0,0,0,1373486472,NA,NA
"735","Africa",2020-08-11,1065280,7876,23865,267,NA,NA,0,0,0,1373486472,NA,NA
"736","Africa",2020-08-12,1074536,9256,24274,409,NA,NA,0,0,0,1373486472,NA,NA
"737","Africa",2020-08-13,1084941,10405,24682,408,NA,NA,0,0,0,1373486472,NA,NA
"738","Africa",2020-08-14,1097486,12545,25098,416,NA,NA,0,0,0,1373486472,NA,NA
"739","Africa",2020-08-15,1109298,11812,25338,240,NA,NA,0,0,0,1373486472,NA,NA
"740","Africa",2020-08-16,1119254,9956,25633,295,NA,NA,0,0,0,1373486472,NA,NA
"741","Africa",2020-08-17,1128106,8852,25897,264,NA,NA,0,0,0,1373486472,NA,NA
"742","Africa",2020-08-18,1136758,8652,26312,415,NA,NA,0,0,0,1373486472,NA,NA
"743","Africa",2020-08-19,1147653,10895,26640,328,NA,NA,0,0,0,1373486472,NA,NA
"744","Africa",2020-08-20,1158265,10612,26977,337,NA,NA,0,0,0,1373486472,NA,NA
"745","Africa",2020-08-21,1168538,10273,27329,352,NA,NA,0,0,0,1373486472,NA,NA
"746","Africa",2020-08-22,1178971,10433,27603,274,NA,NA,0,0,0,1373486472,NA,NA
"747","Africa",2020-08-23,1188024,9053,27785,182,NA,NA,0,0,0,1373486472,NA,NA
"748","Africa",2020-08-24,1195537,7513,28005,220,NA,NA,0,0,0,1373486472,NA,NA
"749","Africa",2020-08-25,1203075,7538,28288,283,NA,NA,0,0,0,1373486472,NA,NA
"750","Africa",2020-08-26,1211931,8856,28607,319,NA,NA,0,0,0,1373486472,NA,NA
"751","Africa",2020-08-27,1220486,8555,28860,253,NA,NA,0,0,0,1373486472,NA,NA
"752","Africa",2020-08-28,1228595,8109,29091,231,NA,NA,0,0,0,1373486472,NA,NA
"753","Africa",2020-08-29,1236959,8364,29422,331,NA,NA,0,0,0,1373486472,NA,NA
"754","Africa",2020-08-30,1245429,8470,29586,164,NA,NA,0,0,0,1373486472,NA,NA
"755","Africa",2020-08-31,1252234,6805,29812,226,NA,NA,0,0,0,1373486472,NA,NA
"756","Africa",2020-09-01,1259392,7158,30054,242,NA,NA,0,0,0,1373486472,NA,NA
"757","Africa",2020-09-02,1268106,8714,30319,265,NA,NA,0,0,0,1373486472,NA,NA
"758","Africa",2020-09-03,1275852,7746,30616,297,NA,NA,0,0,0,1373486472,NA,NA
"759","Africa",2020-09-04,1284431,8579,30854,238,NA,NA,0,0,0,1373486472,NA,NA
"760","Africa",2020-09-05,1291823,7392,31079,225,NA,NA,0,0,0,1373486472,NA,NA
"761","Africa",2020-09-06,1299645,7822,31303,224,NA,NA,0,0,0,1373486472,NA,NA
"762","Africa",2020-09-07,1306517,6872,31521,218,NA,NA,0,0,0,1373486472,NA,NA
"763","Africa",2020-09-08,1314201,7684,31747,226,NA,NA,0,0,0,1373486472,NA,NA
"764","Africa",2020-09-09,1322494,8293,31939,192,NA,NA,0,0,0,1373486472,NA,NA
"765","Africa",2020-09-10,1330542,8048,32124,185,NA,NA,0,0,0,1373486472,NA,NA
"766","Africa",2020-09-11,1339234,8692,32355,231,NA,NA,0,0,0,1373486472,NA,NA
"767","Africa",2020-09-12,1346643,7409,32501,146,NA,NA,0,0,0,1373486472,NA,NA
"768","Africa",2020-09-13,1353388,6745,32622,121,NA,NA,0,0,0,1373486472,NA,NA
"769","Africa",2020-09-14,1359869,6481,32793,171,NA,NA,0,0,0,1373486472,NA,NA
"770","Africa",2020-09-15,1366429,6560,33070,277,NA,NA,0,0,0,1373486472,NA,NA
"771","Africa",2020-09-16,1373750,7321,33249,179,NA,NA,0,0,0,1373486472,NA,NA
"772","Africa",2020-09-17,1382354,8604,33428,179,NA,NA,0,0,0,1373486472,NA,NA
"773","Africa",2020-09-18,1390520,8166,33621,193,NA,NA,0,0,0,1373486472,NA,NA
"774","Africa",2020-09-19,1399247,8727,33823,202,NA,NA,0,0,0,1373486472,NA,NA
"775","Africa",2020-09-20,1407667,8420,33956,133,NA,NA,0,0,0,1373486472,NA,NA
"776","Africa",2020-09-21,1413815,6148,34082,126,NA,NA,0,0,0,1373486472,NA,NA
"777","Africa",2020-09-22,1420654,6839,34322,240,NA,NA,0,0,0,1373486472,NA,NA
"778","Africa",2020-09-23,1429380,8726,34531,209,NA,NA,0,0,0,1373486472,NA,NA
"779","Africa",2020-09-24,1437566,8186,34706,175,NA,NA,0,0,0,1373486472,NA,NA
"780","Africa",2020-09-25,1445544,7978,34860,154,NA,NA,0,0,0,1373486472,NA,NA
"781","Africa",2020-09-26,1451954,6410,35028,168,NA,NA,0,0,0,1373486472,NA,NA
"782","Africa",2020-09-27,1460322,8368,35163,135,NA,NA,0,0,0,1373486472,NA,NA
"783","Africa",2020-09-28,1465989,5667,35457,294,NA,NA,0,0,0,1373486472,NA,NA
"784","Africa",2020-09-29,1473497,7508,35674,217,NA,NA,0,0,0,1373486472,NA,NA
"785","Africa",2020-09-30,1481931,8434,35863,189,NA,NA,0,0,0,1373486472,NA,NA
"786","Africa",2020-10-01,1489195,7264,36080,217,NA,NA,0,0,0,1373486472,NA,NA
"787","Africa",2020-10-02,1498049,8854,36229,149,NA,NA,0,0,0,1373486472,NA,NA
"788","Africa",2020-10-03,1506878,8829,36340,111,NA,NA,0,0,0,1373486472,NA,NA
"789","Africa",2020-10-04,1514967,8089,36510,170,NA,NA,0,0,0,1373486472,NA,NA
"790","Africa",2020-10-05,1519676,4709,36638,128,NA,NA,0,0,0,1373486472,NA,NA
"791","Africa",2020-10-06,1526279,6603,36826,188,NA,NA,0,0,0,1373486472,NA,NA
"792","Africa",2020-10-07,1536821,10542,37095,269,NA,NA,0,0,0,1373486472,NA,NA
"793","Africa",2020-10-08,1547724,10903,37393,298,NA,NA,0,0,0,1373486472,NA,NA
"794","Africa",2020-10-09,1556287,8563,37629,236,NA,NA,0,0,0,1373486472,NA,NA
"795","Africa",2020-10-10,1569818,13531,37900,271,NA,NA,0,0,0,1373486472,NA,NA
"796","Africa",2020-10-11,1578796,8978,38108,208,NA,NA,0,0,0,1373486472,NA,NA
"797","Africa",2020-10-12,1584682,5886,38301,193,NA,NA,0,0,0,1373486472,NA,NA
"798","Africa",2020-10-13,1592516,7834,38572,271,NA,NA,0,0,0,1373486472,NA,NA
"799","Africa",2020-10-14,1604025,11509,38835,263,NA,NA,0,0,0,1373486472,NA,NA
"800","Africa",2020-10-15,1613139,9114,39089,254,NA,NA,0,0,0,1373486472,NA,NA
"801","Africa",2020-10-16,1623822,10683,39296,207,NA,NA,0,0,0,1373486472,NA,NA
"802","Africa",2020-10-17,1638089,14267,39561,265,NA,NA,0,0,0,1373486472,NA,NA
"803","Africa",2020-10-18,1646282,8193,39746,185,NA,NA,0,0,0,1373486472,NA,NA
"804","Africa",2020-10-19,1655969,9687,39930,184,NA,NA,0,0,0,1373486472,NA,NA
"805","Africa",2020-10-20,1665743,9774,40228,298,NA,NA,0,0,0,1373486472,NA,NA
"806","Africa",2020-10-21,1676223,10480,40480,252,NA,NA,0,0,0,1373486472,NA,NA
"807","Africa",2020-10-22,1687194,10971,40696,216,NA,NA,0,0,0,1373486472,NA,NA
"808","Africa",2020-10-23,1697621,10427,40920,224,NA,NA,0,0,0,1373486472,NA,NA
"809","Africa",2020-10-24,1709368,11747,41143,223,NA,NA,0,0,0,1373486472,NA,NA
"810","Africa",2020-10-25,1718464,9096,41259,116,NA,NA,0,0,0,1373486472,NA,NA
"811","Africa",2020-10-26,1729159,10695,41607,348,NA,NA,0,0,0,1373486472,NA,NA
"812","Africa",2020-10-27,1737827,8668,41789,182,NA,NA,0,0,0,1373486472,NA,NA
"813","Africa",2020-10-28,1749730,11903,42135,346,NA,NA,0,0,0,1373486472,NA,NA
"814","Africa",2020-10-29,1760794,11064,42337,202,NA,NA,0,0,0,1373486472,NA,NA
"815","Africa",2020-10-30,1774400,13606,42629,292,NA,NA,0,0,0,1373486472,NA,NA
"816","Africa",2020-10-31,1785474,11074,42853,224,NA,NA,0,0,0,1373486472,NA,NA
"817","Africa",2020-11-01,1795770,10296,43175,322,NA,NA,0,0,0,1373486472,NA,NA
"818","Africa",2020-11-02,1803346,7576,43389,214,NA,NA,0,0,0,1373486472,NA,NA
"819","Africa",2020-11-03,1814220,10874,43705,316,NA,NA,0,0,0,1373486472,NA,NA
"820","Africa",2020-11-04,1828230,14010,43940,235,NA,NA,0,0,0,1373486472,NA,NA
"821","Africa",2020-11-05,1843621,15391,44244,304,NA,NA,0,0,0,1373486472,NA,NA
"822","Africa",2020-11-06,1855339,11718,44467,223,NA,NA,0,0,0,1373486472,NA,NA
"823","Africa",2020-11-07,1870356,15017,44845,378,NA,NA,0,0,0,1373486472,NA,NA
"824","Africa",2020-11-08,1882860,12504,45360,515,NA,NA,0,0,0,1373486472,NA,NA
"825","Africa",2020-11-09,1891745,8885,45609,249,NA,NA,0,0,0,1373486472,NA,NA
"826","Africa",2020-11-10,1904909,13164,45950,341,NA,NA,0,0,0,1373486472,NA,NA
"827","Africa",2020-11-11,1918922,14013,46282,332,NA,NA,0,0,0,1373486472,NA,NA
"828","Africa",2020-11-12,1934696,15774,46551,269,NA,NA,0,0,0,1373486472,NA,NA
"829","Africa",2020-11-13,1949358,14662,46831,280,NA,NA,0,0,0,1373486472,NA,NA
"830","Africa",2020-11-14,1963445,14087,47066,235,NA,NA,0,0,0,1373486472,NA,NA
"831","Africa",2020-11-15,1976013,12568,47362,296,NA,NA,0,0,0,1373486472,NA,NA
"832","Africa",2020-11-16,1986321,10308,47641,279,NA,NA,0,0,0,1373486472,NA,NA
"833","Africa",2020-11-17,1999194,12873,48034,393,NA,NA,0,0,0,1373486472,NA,NA
"834","Africa",2020-11-18,2014479,15285,48426,392,NA,NA,0,0,0,1373486472,NA,NA
"835","Africa",2020-11-19,2028407,13928,48702,276,NA,NA,0,0,0,1373486472,NA,NA
"836","Africa",2020-11-20,2044150,15743,49114,412,NA,NA,0,0,0,1373486472,NA,NA
"837","Africa",2020-11-21,2057506,13356,49428,314,NA,NA,0,0,0,1373486472,NA,NA
"838","Africa",2020-11-22,2070300,12794,49718,290,NA,NA,0,0,0,1373486472,NA,NA
"839","Africa",2020-11-23,2080377,10077,49987,269,NA,NA,0,0,0,1373486472,NA,NA
"840","Africa",2020-11-24,2092880,12503,50331,344,NA,NA,0,0,0,1373486472,NA,NA
"841","Africa",2020-11-25,2107520,14640,50646,315,NA,NA,0,0,0,1373486472,NA,NA
"842","Africa",2020-11-26,2121454,13934,50944,298,NA,NA,0,0,0,1373486472,NA,NA
"843","Africa",2020-11-27,2137502,16048,51264,320,NA,NA,0,0,0,1373486472,NA,NA
"844","Africa",2020-11-28,2150902,13400,51499,235,NA,NA,0,0,0,1373486472,NA,NA
"845","Africa",2020-11-29,2163973,13071,51723,224,NA,NA,0,0,0,1373486472,NA,NA
