"","location","date","total_cases","new_cases","total_deaths","new_deaths","icu_patients","hosp_patients","total_vaccinations","people_vaccinated","people_fully_vaccinated","population","population_density","gdp_per_capita"
"34091","Europe",2020-06-29,2396435,12950,187651,265,NA,NA,0,0,0,747747396,NA,NA
"34092","Europe",2020-06-30,2409237,12802,188106,455,NA,NA,0,0,0,747747396,NA,NA
"34093","Europe",2020-07-01,2422427,13190,188600,494,NA,NA,0,0,0,747747396,NA,NA
"34094","Europe",2020-07-02,2435960,13533,189007,407,NA,NA,0,0,0,747747396,NA,NA
"34095","Europe",2020-07-03,2449910,13950,189432,425,NA,NA,0,0,0,747747396,NA,NA
"34096","Europe",2020-07-04,2462731,12821,189762,330,NA,NA,0,0,0,747747396,NA,NA
"34097","Europe",2020-07-05,2474524,11793,190015,253,NA,NA,0,0,0,747747396,NA,NA
"34098","Europe",2020-07-06,2488137,13613,190298,283,NA,NA,0,0,0,747747396,NA,NA
"34099","Europe",2020-07-07,2500116,11979,190766,468,NA,NA,0,0,0,747747396,NA,NA
"34100","Europe",2020-07-08,2514260,14144,191205,439,NA,NA,0,0,0,747747396,NA,NA
"34101","Europe",2020-07-09,2527882,13622,191592,387,NA,NA,0,0,0,747747396,NA,NA
"34102","Europe",2020-07-10,2542448,14566,191980,388,NA,NA,0,0,0,747747396,NA,NA
"34103","Europe",2020-07-11,2556189,13741,192318,338,NA,NA,0,0,0,747747396,NA,NA
"34104","Europe",2020-07-12,2567959,11770,192539,221,NA,NA,0,0,0,747747396,NA,NA
